date,equity
2025-06-24,3979416.6669959975
2025-06-25,4127993.3893775893
2025-06-26,4209183.119998927
2025-06-27,4258708.6941261245
2025-06-30,4277381.598972316
2025-07-01,4062281.7309880927
2025-07-02,4301298.410370417
2025-07-03,4406007.25924737
2025-07-07,4235470.599823542
2025-07-08,4399822.377228327
2025-07-09,4485532.967255183
2025-07-10,4578310.254974909
2025-07-11,4576984.826508112
2025-07-14,4336957.345622491
2025-07-15,4586845.076396417
2025-07-16,4334895.348526301
2025-07-17,4444135.949264826
2025-07-18,4381200.019699397
2025-07-21,4390190.670181574
2025-07-22,4194972.672924798
2025-07-23,4249656.020153802
2025-07-24,4302134.807415765
2025-07-25,4288463.295605462
2025-07-28,4461335.627178948
2025-07-29,4527043.124249261
2025-07-30,4675219.794171136
2025-07-31,4426984.769125207
2025-08-01,4174651.950456994
2025-08-04,4449871.818437951
2025-08-05,4206689.847592918
2025-08-06,4185590.658139793
2025-08-07,4383392.868039696
2025-08-08,4489327.484677879
2025-08-11,4483612.672330467
2025-08-12,4778119.949094383
2025-08-13,4829989.238370506
2025-08-14,4858120.593900291
2025-08-15,4605966.584008263
2025-08-18,4662517.424218224
2025-08-19,4398907.260669273
2025-08-20,4148175.0530438446
2025-08-21,4083575.4436688446
2025-08-22,4349724.515934469
2025-08-25,4361783.549137594
2025-08-26,4483659.281559469
2025-08-27,4522848.832340719
2025-08-28,4575389.408512594
2025-08-29,4330829.683903219
2025-09-02,4083973.4465311496
2025-09-03,4081834.2070291964
2025-09-04,4228523.980588767
2025-09-05,4374788.262815329
2025-09-08,4513351.806516501
2025-09-09,4568521.667356345
2025-09-10,4697677.270383689
2025-09-11,4830255.132932517
2025-09-12,4846935.702390525
2025-09-15,4968821.295041892
2025-09-16,4970531.115598532
2025-09-17,4720900.994501731
2025-09-18,5264669.971857688
2025-09-19,5206209.658136985
2025-09-22,5505932.39144387
2025-09-23,5484126.239924095
2025-09-24,5456751.0191599345
2025-09-25,5221927.926432884
2025-09-26,5259011.590831078
2025-09-29,5299996.75486306
2025-09-30,5480530.733897484
2025-10-01,5838185.626628197
2025-10-02,6060194.697673119
2025-10-03,5984076.619059837
2025-10-06,6310991.5185044175
2025-10-07,5992654.1123088915
2025-10-08,6473772.940281304
2025-10-09,6427899.848545464
2025-10-10,6123051.202019278
2025-10-13,6936658.4381642975
2025-10-14,6572186.542455619
2025-10-15,7061699.72629351
2025-10-16,7151560.633520072
2025-10-17,7123774.552221244
2025-10-20,7383312.803686088
2025-10-21,7269801.241186088
2025-10-22,6993287.241439018
2025-10-23,7377439.7451926805
2025-10-24,7770269.921523247
2025-10-27,8315517.963484917
2025-10-28,8511931.154891167
2025-10-29,8852712.366591606
2025-10-30,8550348.11234966
2025-10-31,8418768.50616329
2025-11-03,8633053.194182089
2025-11-04,8149113.703043692
2025-11-05,8616211.102274649
2025-11-06,8142841.330750296
2025-11-07,7678703.326195393
2025-11-10,8384759.597557697
2025-11-11,7933663.72390401
2025-11-12,8237402.842861529
2025-11-13,7779415.618035175
2025-11-14,7335988.950018483
2025-11-17,6917840.236911792
2025-11-18,6523528.007389087
2025-11-19,6884651.481388111
2025-11-20,6505949.635899097
2025-11-21,6135112.089872973
2025-11-24,6868206.226988452
2025-11-25,6504577.185279284
2025-11-26,6946489.48081151
2025-11-28,7208769.602271471
2025-12-01,7247795.554725084
2025-12-02,7619117.486792956
2025-12-03,7902631.46506444
2025-12-04,7743656.88559667
2025-12-05,7905502.23471776
2025-12-08,8142526.962195788
2025-12-09,8168353.347693834
2025-12-10,8461050.626441393
2025-12-11,8053118.130905503
2025-12-12,7594094.265873307
2025-12-15,7515605.699131364
2025-12-16,7453843.687412614
2025-12-17,7161231.602645462
2025-12-18,7668489.428878373
2025-12-19,8237174.65837056
2025-12-22,8527802.30882222
2025-12-23,8747598.266006058
2025-12-24,8811759.136367386
2025-12-26,8919114.602828568
2025-12-29,8814298.740554398
2025-12-30,8757126.628280228
2025-12-31,8555117.593551224
2026-01-02,9391740.757918896
2026-01-05,9664263.550735062
2026-01-06,10301419.223189896
2026-01-07,10136253.835464066
2026-01-08,9833571.579583326
2026-01-09,10630672.899407545
2026-01-12,10742765.56945149
2026-01-13,10810487.7293636
2026-01-14,10231415.644229017
2026-01-15,10868453.671267591
2026-01-16,11183021.799594007
2026-01-20,10581754.913426403
2026-01-21,11520139.766697891
2026-01-22,11592512.197850227
2026-01-23,11370518.624485973
2026-01-26,11267248.197850227
2026-01-27,11952741.48227406
2026-01-28,12715485.95932484
2026-01-29,12071790.935260877
2026-01-30,11383700.875046795
